IndexHour,visits
2140,139786000
2141,139785900
2142,139785800
2143,139785700
2144,139785600
2145,139785500
2146,139785400
2147,139785300
2148,139785200
2149,139785100
2150,139785000
2151,139784900
2152,139784800
2153,139784700
2154,139784600
2155,139784500
2156,139784400
2157,139784300
2158,139784200
2159,139784100
2160,139784000
2161,139783900
2162,139783800
2163,139783700
2164,139783600
2165,139783500
2166,139783400
2167,139783300
2168,139783200
2169,139783100
2170,139783000
2171,139782900
2172,139782800
2173,139782700
2174,139782600
2175,139782500
2176,139782400
2177,139782300
2178,139782200
2179,139782100
2180,139782000
2181,139781900
2182,139781800
2183,139781700
2184,139781600
2185,139781500
2186,139781400
2187,139781300
2188,139781200
2189,139781100
2190,139781000
2191,139780900
2192,139780800
2193,139780700
2194,139780600
2195,139780500
2196,139780400
2197,139780300
2198,139780200
2199,139780100
2200,139780000
2201,139779900
2202,139779800
2203,139779700
2204,139779600
2205,139779500
2206,139779400
2207,139779300
2208,139779200
2209,139779100
2210,139779000
2211,139778900
2212,139778800
2213,139778700
2214,139778600
2215,139778500
2216,139778400
2217,139778300
2218,139778200
2219,139778100
2220,139778000
2221,139777900
2222,139777800
2223,139777700
2224,139777600
2225,139777500
2226,139777400
2227,139777300
2228,139777200
2229,139777100
2230,139777000
2231,139776900
2232,139776800
2233,139776700
2234,139776600
2235,139776500
2236,139776400
2237,139776300
2238,139776200
2239,139776100
2240,139776000
2241,139775900
2242,139775800
2243,139775700
2244,139775600
2245,139775500
2246,139775400
2247,139775300
2248,139775200
2249,139775100
2250,139775000
2251,139774900
2252,139774800
2253,139774700
2254,139774600
2255,139774500
2256,139774400
2257,139774300
2258,139774200
2259,139774100
2260,139774000
2261,139773900
2262,139773800
2263,139773700
2264,139773600
2265,139773500
2266,139773400
2267,139773300
2268,139773200
2269,139773100
2270,139773000
2271,139772900
2272,139772800
2273,139772700
2274,139772600
2275,139772500
2276,139772400
2277,139772300
2278,139772200
2279,139772100
2280,139772000
2281,139771900
2282,139771800
2283,139771700
2284,139771600
2285,139771500
2286,139771400
2287,139771300
2288,139771200
2289,139771100
2290,139771000
2291,139770900
2292,139770800
2293,139770700
2294,139770600
2295,139770500
2296,139770400
2297,139770300
2298,139770200
2299,139770100
2300,139770000
2301,139769900
2302,139769800
2303,139769700
2304,139769600
2305,139769500
2306,139769400
2307,139769300
2308,139769200
2309,139769100
2310,139769000
2311,139768900
2312,139768800
2313,139768700
2314,139768600
2315,139768500
2316,139768400
2317,139768300
2318,139768200
2319,139768100
2320,139768000
2321,139767900
2322,139767800
2323,139767700
2324,139767600
2325,139767500
2326,139767400
2327,139767300
2328,139767200
2329,139767100
2330,139767000
2331,139766900
2332,139766800
2333,139766700
2334,139766600
2335,139766500
2336,139766400
2337,139766300
2338,139766200
2339,139766100
2340,139766000
2341,139765900
2342,139765800
2343,139765700
2344,139765600
2345,139765500
2346,139765400
2347,139765300
2348,139765200
2349,139765100
2350,139765000
2351,139764900
2352,139764800
2353,139764700
2354,139764600
2355,139764500
2356,139764400
2357,139764300
2358,139764200
2359,139764100
2360,139764000
2361,139763900
2362,139763800
2363,139763700
2364,139763600
2365,139763500
2366,139763400
2367,139763300
2368,139763200
2369,139763100
2370,139763000
2371,139762900
2372,139762800
2373,139762700
2374,139762600
2375,139762500
2376,139762400
2377,139762300
2378,139762200
2379,139762100
2380,139762000
2381,139761900
2382,139761800
2383,139761700
2384,139761600
2385,139761500
2386,139761400
2387,139761300
2388,139761200
2389,139761100
2390,139761000
2391,139760900
2392,139760800
2393,139760700
2394,139760600
2395,139760500
2396,139760400
2397,139760300
2398,139760200
2399,139760100
2400,139760000
2401,139759900
2402,139759800
2403,139759700
2404,139759600
2405,139759500
2406,139759400
2407,139759300
2408,139759200
2409,139759100
2410,139759000
2411,139758900
2412,139758800
2413,139758700
2414,139758600
2415,139758500
2416,139758400
2417,139758300
2418,139758200
2419,139758100
2420,139758000
2421,139757900
2422,139757800
2423,139757700
2424,139757600
2425,139757500
2426,139757400
2427,139757300
2428,139757200
2429,139757100
2430,139757000
2431,139756900
2432,139756800
2433,139756700
2434,139756600
2435,139756500
2436,139756400
2437,139756300
2438,139756200
2439,139756100
2440,139756000
2441,139755900
2442,139755800
2443,139755700
2444,139755600
2445,139755500
2446,139755400
2447,139755300
2448,139755200
2449,139755100
2450,139755000
2451,139754900
2452,139754800
2453,139754700
2454,139754600
2455,139754500
2456,139754400
2457,139754300
2458,139754200
2459,139754100
2460,139754000
2461,139753900
2462,139753800
2463,139753700
2464,139753600
2465,139753500
2466,139753400
2467,139753300
2468,139753200
2469,139753100
2470,139753000
2471,139752900
2472,139752800
2473,139752700
2474,139752600
2475,139752500
2476,139752400
2477,139752300
2478,139752200
2479,139752100
2480,139752000
2481,139751900
2482,139751800
2483,139751700
2484,139751600
2485,139751500
2486,139751400
2487,139751300
2488,139751200
2489,139751100
2490,139751000
2491,139750900
2492,139750800
2493,139750700
2494,139750600
2495,139750500
2496,139750400
2497,139750300
2498,139750200
2499,139750100
2500,139750000
2501,139749900
2502,139749800
2503,139749700
2504,139749600
2505,139749500
2506,139749400
2507,139749300
2508,139749200
2509,139749100
2510,139749000
2511,139748900
2512,139748800
2513,139748700
2514,139748600
2515,139748500
2516,139748400
2517,139748300
2518,139748200
2519,139748100
2520,139748000
2521,139747900
2522,139747800
2523,139747700
2524,139747600
2525,139747500
2526,139747400
2527,139747300
2528,139747200
2529,139747100
2530,139747000
2531,139746900
2532,139746800
2533,139746700
2534,139746600
2535,139746500
2536,139746400
2537,139746300
2538,139746200
2539,139746100
2540,139746000
2541,139745900
2542,139745800
2543,139745700
2544,139745600
2545,139745500
2546,139745400
2547,139745300
2548,139745200
2549,139745100
2550,139745000
2551,139744900
2552,139744800
2553,139744700
2554,139744600
2555,139744500
2556,139744400
2557,139744300
2558,139744200
2559,139744100
2560,139744000
2561,139743900
2562,139743800
2563,139743700
2564,139743600
2565,139743500
2566,139743400
2567,139743300
2568,139743200
2569,139743100
2570,139743000
2571,139742900
2572,139742800
2573,139742700
2574,139742600
2575,139742500
2576,139742400
2577,139742300
2578,139742200
2579,139742100
2580,139742000
2581,139741900
2582,139741800
2583,139741700
2584,139741600
2585,139741500
2586,139741400
2587,139741300
2588,139741200
2589,139741100
2590,139741000
2591,139740900
2592,139740800
2593,139740700
2594,139740600
2595,139740500
2596,139740400
2597,139740300
2598,139740200
2599,139740100
2600,139740000
2601,139739900
2602,139739800
2603,139739700
2604,139739600
2605,139739500
2606,139739400
2607,139739300
2608,139739200
2609,139739100
2610,139739000
2611,139738900
2612,139738800
2613,139738700
2614,139738600
2615,139738500
2616,139738400
2617,139738300
2618,139738200
2619,139738100
2620,139738000
2621,139737900
2622,139737800
2623,139737700
2624,139737600
2625,139737500
2626,139737400
2627,139737300
2628,139737200
2629,139737100
2630,139737000
2631,139736900
2632,139736800
2633,139736700
2634,139736600
2635,139736500
2636,139736400
2637,139736300
2638,139736200
2639,139736100
2640,139736000
2641,139735900
2642,139735800
2643,139735700
2644,139735600
2645,139735500
2646,139735400
2647,139735300
2648,139735200
2649,139735100
2650,139735000
2651,139734900
2652,139734800
2653,139734700
2654,139734600
2655,139734500
2656,139734400
2657,139734300
2658,139734200
2659,139734100
2660,139734000
2661,139733900
2662,139733800
2663,139733700
2664,139733600
2665,139733500
2666,139733400
2667,139733300
2668,139733200
2669,139733100
2670,139733000
2671,139732900
2672,139732800
2673,139732700
2674,139732600
2675,139732500
2676,139732400
2677,139732300
2678,139732200
2679,139732100
2680,139732000
2681,139731900
2682,139731800
2683,139731700
2684,139731600
2685,139731500
2686,139731400
2687,139731300
2688,139731200
2689,139731100
2690,139731000
2691,139730900
2692,139730800
2693,139730700
2694,139730600
2695,139730500
2696,139730400
2697,139730300
2698,139730200
2699,139730100
2700,139730000
2701,139729900
2702,139729800
2703,139729700
2704,139729600
2705,139729500
2706,139729400
2707,139729300
2708,139729200
2709,139729100
2710,139729000
2711,139728900
2712,139728800
2713,139728700
2714,139728600
2715,139728500
2716,139728400
2717,139728300
2718,139728200
2719,139728100
2720,139728000
2721,139727900
2722,139727800
2723,139727700
2724,139727600
2725,139727500
2726,139727400
2727,139727300
2728,139727200
2729,139727100
2730,139727000
2731,139726900
2732,139726800
2733,139726700
2734,139726600
2735,139726500
2736,139726400
2737,139726300
2738,139726200
2739,139726100
2740,139726000
2741,139725900
2742,139725800
2743,139725700
2744,139725600
2745,139725500
2746,139725400
2747,139725300
2748,139725200
2749,139725100
2750,139725000
2751,139724900
2752,139724800
2753,139724700
2754,139724600
2755,139724500
2756,139724400
2757,139724300
2758,139724200
2759,139724100
2760,139724000
2761,139723900
2762,139723800
2763,139723700
2764,139723600
2765,139723500
2766,139723400
2767,139723300
2768,139723200
2769,139723100
2770,139723000
2771,139722900
2772,139722800
2773,139722700
2774,139722600
2775,139722500
2776,139722400
2777,139722300
2778,139722200
2779,139722100
2780,139722000
2781,139721900
2782,139721800
2783,139721700
2784,139721600
2785,139721500
2786,139721400
2787,139721300
2788,139721200
2789,139721100
2790,139721000
2791,139720900
2792,139720800
2793,139720700
2794,139720600
2795,139720500
2796,139720400
2797,139720300
2798,139720200
2799,139720100
2800,139720000
2801,139719900
2802,139719800
2803,139719700
2804,139719600
2805,139719500
2806,139719400
2807,139719300
2808,139719200
2809,139719100
2810,139719000
2811,139718900
2812,139718800
2813,139718700
2814,139718600
2815,139718500
2816,139718400
2817,139718300
2818,139718200
2819,139718100
2820,139718000
2821,139717900
2822,139717800
2823,139717700
2824,139717600
2825,139717500
2826,139717400
2827,139717300
2828,139717200
2829,139717100
2830,139717000
2831,139716900
2832,139716800
2833,139716700
2834,139716600
2835,139716500
2836,139716400
2837,139716300
2838,139716200
2839,139716100
2840,139716000
2841,139715900
2842,139715800
2843,139715700
2844,139715600
2845,139715500
2846,139715400
2847,139715300
2848,139715200
2849,139715100
2850,139715000
2851,139714900
2852,139714800
2853,139714700
2854,139714600
2855,139714500
2856,139714400
2857,139714300
2858,139714200
2859,139714100
2860,139714000
2861,139713900
2862,139713800
2863,139713700
2864,139713600
2865,139713500
2866,139713400
2867,139713300
2868,139713200
2869,139713100
2870,139713000
2871,139712900
2872,139712800
2873,139712700
2874,139712600
2875,139712500
2876,139712400
2877,139712300
2878,139712200
2879,139712100
2880,139712000
2881,139711900
2882,139711800
2883,139711700
2884,139711600
2885,139711500
2886,139711400
2887,139711300
2888,139711200
2889,139711100
2890,139711000
2891,139710900
2892,139710800
2893,139710700
2894,139710600
2895,139710500
2896,139710400
2897,139710300
2898,139710200
2899,139710100
2900,139710000
2901,139709900
2902,139709800
2903,139709700
2904,139709600
2905,139709500
2906,139709400
2907,139709300
2908,139709200
2909,139709100
2910,139709000
2911,139708900
2912,139708800
2913,139708700
2914,139708600
2915,139708500
2916,139708400
2917,139708300
2918,139708200
2919,139708100
2920,139708000
2921,139707900
2922,139707800
2923,139707700
2924,139707600
2925,139707500
2926,139707400
2927,139707300
2928,139707200
2929,139707100
2930,139707000
2931,139706900
2932,139706800
2933,139706700
2934,139706600
2935,139706500
2936,139706400
2937,139706300
2938,139706200
2939,139706100
2940,139706000
2941,139705900
2942,139705800
2943,139705700
2944,139705600
2945,139705500
2946,139705400
2947,139705300
2948,139705200
2949,139705100
2950,139705000
2951,139704900
2952,139704800
2953,139704700
2954,139704600
2955,139704500
2956,139704400
2957,139704300
2958,139704200
2959,139704100
2960,139704000
2961,139703900
2962,139703800
2963,139703700
2964,139703600
2965,139703500
2966,139703400
2967,139703300
2968,139703200
2969,139703100
2970,139703000
2971,139702900
2972,139702800
2973,139702700
2974,139702600
2975,139702500
2976,139702400
2977,139702300
2978,139702200
2979,139702100
2980,139702000
2981,139701900
2982,139701800
2983,139701700
2984,139701600
2985,139701500
2986,139701400
2987,139701300
2988,139701200
2989,139701100
2990,139701000
2991,139700900
2992,139700800
2993,139700700
2994,139700600
2995,139700500
2996,139700400
2997,139700300
2998,139700200
2999,139700100
3000,139700000
3001,139699900
3002,139699800
3003,139699700
3004,139699600
3005,139699500
3006,139699400
3007,139699300
3008,139699200
3009,139699100
3010,139699000
3011,139698900
3012,139698800
3013,139698700
3014,139698600
3015,139698500
3016,139698400
3017,139698300
3018,139698200
3019,139698100
3020,139698000
3021,139697900
3022,139697800
3023,139697700
3024,139697600
3025,139697500
3026,139697400
3027,139697300
3028,139697200
3029,139697100
3030,139697000
3031,139696900
3032,139696800
3033,139696700
3034,139696600
3035,139696500
3036,139696400
3037,139696300
3038,139696200
3039,139696100
3040,139696000
3041,139695900
3042,139695800
3043,139695700
3044,139695600
3045,139695500
3046,139695400
3047,139695300
3048,139695200
3049,139695100
3050,139695000
3051,139694900
3052,139694800
3053,139694700
3054,139694600
3055,139694500
3056,139694400
3057,139694300
3058,139694200
3059,139694100
3060,139694000
3061,139693900
3062,139693800
3063,139693700
3064,139693600
3065,139693500
3066,139693400
3067,139693300
3068,139693200
3069,139693100
3070,139693000
3071,139692900
3072,139692800
3073,139692700
3074,139692600
3075,139692500
3076,139692400
3077,139692300
3078,139692200
3079,139692100
3080,139692000
3081,139691900
3082,139691800
3083,139691700
3084,139691600
3085,139691500
3086,139691400
3087,139691300
3088,139691200
3089,139691100
3090,139691000
3091,139690900
3092,139690800
3093,139690700
3094,139690600
3095,139690500
3096,139690400
3097,139690300
3098,139690200
3099,139690100
3100,139690000
3101,139689900
3102,139689800
3103,139689700
3104,139689600
3105,139689500
3106,139689400
3107,139689300
3108,139689200
3109,139689100
3110,139689000
3111,139688900
3112,139688800
3113,139688700
3114,139688600
3115,139688500
3116,139688400
3117,139688300
3118,139688200
3119,139688100
3120,139688000
3121,139687900
3122,139687800
3123,139687700
3124,139687600
3125,139687500
3126,139687400
3127,139687300
3128,139687200
3129,139687100
3130,139687000
3131,139686900
3132,139686800
3133,139686700
3134,139686600
3135,139686500
3136,139686400
3137,139686300
3138,139686200
3139,139686100
3140,139686000
3141,139685900
3142,139685800
3143,139685700
3144,139685600
3145,139685500
3146,139685400
3147,139685300
3148,139685200
3149,139685100
3150,139685000
3151,139684900
3152,139684800
3153,139684700
3154,139684600
3155,139684500
3156,139684400
3157,139684300
3158,139684200
3159,139684100
3160,139684000
3161,139683900
3162,139683800
3163,139683700
3164,139683600
3165,139683500
3166,139683400
3167,139683300
3168,139683200
3169,139683100
3170,139683000
3171,139682900
3172,139682800
3173,139682700
3174,139682600
3175,139682500
3176,139682400
3177,139682300
3178,139682200
3179,139682100
3180,139682000
3181,139681900
3182,139681800
3183,139681700
3184,139681600
3185,139681500
3186,139681400
3187,139681300
3188,139681200
3189,139681100
3190,139681000
3191,139680900
3192,139680800
3193,139680700
3194,139680600
3195,139680500
3196,139680400
3197,139680300
3198,139680200
3199,139680100
3200,139680000
3201,139679900
3202,139679800
3203,139679700
3204,139679600
3205,139679500
3206,139679400
3207,139679300
3208,139679200
3209,139679100
3210,139679000
3211,139678900
3212,139678800
3213,139678700
3214,139678600
3215,139678500
3216,139678400
3217,139678300
3218,139678200
3219,139678100
3220,139678000
3221,139677900
3222,139677800
3223,139677700
3224,139677600
3225,139677500
3226,139677400
3227,139677300
3228,139677200
3229,139677100
3230,139677000
3231,139676900
3232,139676800
3233,139676700
3234,139676600
3235,139676500
3236,139676400
3237,139676300
3238,139676200
3239,139676100
3240,139676000
3241,139675900
3242,139675800
3243,139675700
3244,139675600
3245,139675500
3246,139675400
3247,139675300
3248,139675200
3249,139675100
3250,139675000
3251,139674900
3252,139674800
3253,139674700
3254,139674600
3255,139674500
3256,139674400
3257,139674300
3258,139674200
3259,139674100
3260,139674000
3261,139673900
3262,139673800
3263,139673700
3264,139673600
3265,139673500
3266,139673400
3267,139673300
3268,139673200
3269,139673100
3270,139673000
3271,139672900
3272,139672800
3273,139672700
3274,139672600
3275,139672500
3276,139672400
3277,139672300
3278,139672200
3279,139672100
3280,139672000
3281,139671900
3282,139671800
3283,139671700
3284,139671600
3285,139671500
3286,139671400
3287,139671300
3288,139671200
3289,139671100
3290,139671000
3291,139670900
3292,139670800
3293,139670700
3294,139670600
3295,139670500
3296,139670400
3297,139670300
3298,139670200
3299,139670100
3300,139670000
3301,139669900
3302,139669800
3303,139669700
3304,139669600
3305,139669500
3306,139669400
3307,139669300
3308,139669200
3309,139669100
3310,139669000
3311,139668900
3312,139668800
3313,139668700
3314,139668600
3315,139668500
3316,139668400
3317,139668300
3318,139668200
3319,139668100
3320,139668000
3321,139667900
3322,139667800
3323,139667700
3324,139667600
3325,139667500
3326,139667400
3327,139667300
3328,139667200
3329,139667100
3330,139667000
3331,139666900
3332,139666800
3333,139666700
3334,139666600
3335,139666500
3336,139666400
3337,139666300
3338,139666200
3339,139666100
3340,139666000
3341,139665900
3342,139665800
3343,139665700
3344,139665600
3345,139665500
3346,139665400
3347,139665300
3348,139665200
3349,139665100
3350,139665000
3351,139664900
3352,139664800
3353,139664700
3354,139664600
3355,139664500
3356,139664400
3357,139664300
3358,139664200
3359,139664100
3360,139664000
3361,139663900
3362,139663800
3363,139663700
3364,139663600
3365,139663500
3366,139663400
3367,139663300
3368,139663200
3369,139663100
3370,139663000
3371,139662900
3372,139662800
3373,139662700
3374,139662600
3375,139662500
3376,139662400
3377,139662300
3378,139662200
3379,139662100
3380,139662000
3381,139661900
3382,139661800
3383,139661700
3384,139661600
3385,139661500
3386,139661400
3387,139661300
3388,139661200
3389,139661100
3390,139661000
3391,139660900
3392,139660800
3393,139660700
3394,139660600
3395,139660500
3396,139660400
3397,139660300
3398,139660200
3399,139660100
3400,139660000
3401,139659900
3402,139659800
3403,139659700
3404,139659600
3405,139659500
3406,139659400
3407,139659300
3408,139659200
3409,139659100
3410,139659000
3411,139658900
3412,139658800
3413,139658700
3414,139658600
3415,139658500
3416,139658400
3417,139658300
3418,139658200
3419,139658100
3420,139658000
3421,139657900
3422,139657800
3423,139657700
3424,139657600
3425,139657500
3426,139657400
3427,139657300
3428,139657200
3429,139657100
3430,139657000
3431,139656900
3432,139656800
3433,139656700
3434,139656600
3435,139656500
3436,139656400
3437,139656300
3438,139656200
3439,139656100
3440,139656000
3441,139655900
3442,139655800
3443,139655700
3444,139655600
3445,139655500
3446,139655400
3447,139655300
3448,139655200
3449,139655100
3450,139655000
3451,139654900
3452,139654800
3453,139654700
3454,139654600
3455,139654500
3456,139654400
3457,139654300
3458,139654200
3459,139654100
3460,139654000
3461,139653900
3462,139653800
3463,139653700
3464,139653600
3465,139653500
3466,139653400
3467,139653300
3468,139653200
3469,139653100
3470,139653000
3471,139652900
3472,139652800
3473,139652700
3474,139652600
3475,139652500
3476,139652400
3477,139652300
3478,139652200
3479,139652100
3480,139652000
3481,139651900
3482,139651800
3483,139651700
3484,139651600
3485,139651500
3486,139651400
3487,139651300
3488,139651200
3489,139651100
3490,139651000
3491,139650900
3492,139650800
3493,139650700
3494,139650600
3495,139650500
3496,139650400
3497,139650300
3498,139650200
3499,139650100
3500,139650000
3501,139649900
3502,139649800
3503,139649700
3504,139649600
3505,139649500
3506,139649400
3507,139649300
3508,139649200
3509,139649100
3510,139649000
3511,139648900
3512,139648800
3513,139648700
3514,139648600
3515,139648500
3516,139648400
3517,139648300
3518,139648200
3519,139648100
3520,139648000
3521,139647900
3522,139647800
3523,139647700
3524,139647600
3525,139647500
3526,139647400
3527,139647300
3528,139647200
3529,139647100
3530,139647000
3531,139646900
3532,139646800
3533,139646700
3534,139646600
3535,139646500
3536,139646400
3537,139646300
3538,139646200
3539,139646100
3540,139646000
3541,139645900
3542,139645800
3543,139645700
3544,139645600
3545,139645500
3546,139645400
3547,139645300
3548,139645200
3549,139645100
3550,139645000
3551,139644900
3552,139644800
3553,139644700
3554,139644600
3555,139644500
3556,139644400
3557,139644300
3558,139644200
3559,139644100
3560,139644000
3561,139643900
3562,139643800
3563,139643700
3564,139643600
3565,139643500
3566,139643400
3567,139643300
3568,139643200
3569,139643100
3570,139643000
3571,139642900
3572,139642800
3573,139642700
3574,139642600
3575,139642500
3576,139642400
3577,139642300
3578,139642200
3579,139642100
3580,139642000
3581,139641900
3582,139641800
3583,139641700
3584,139641600
3585,139641500
3586,139641400
3587,139641300
3588,139641200
3589,139641100
3590,139641000
3591,139640900
3592,139640800
3593,139640700
3594,139640600
3595,139640500
3596,139640400
3597,139640300
3598,139640200
3599,139640100
3600,139640000
3601,139639900
3602,139639800
3603,139639700
3604,139639600
3605,139639500
3606,139639400
3607,139639300
3608,139639200
3609,139639100
3610,139639000
3611,139638900
3612,139638800
3613,139638700
3614,139638600
3615,139638500
3616,139638400
3617,139638300
3618,139638200
3619,139638100
3620,139638000
3621,139637900
3622,139637800
3623,139637700
3624,139637600
3625,139637500
3626,139637400
3627,139637300
3628,139637200
3629,139637100
3630,139637000
3631,139636900
3632,139636800
3633,139636700
3634,139636600
3635,139636500
3636,139636400
3637,139636300
3638,139636200
3639,139636100
3640,139636000
3641,139635900
3642,139635800
3643,139635700
3644,139635600
3645,139635500
3646,139635400
3647,139635300
3648,139635200
3649,139635100
3650,139635000
3651,139634900
3652,139634800
3653,139634700
3654,139634600
3655,139634500
3656,139634400
3657,139634300
3658,139634200
3659,139634100
3660,139634000
3661,139633900
3662,139633800
3663,139633700
3664,139633600
3665,139633500
3666,139633400
3667,139633300
3668,139633200
3669,139633100
3670,139633000
3671,139632900
3672,139632800
3673,139632700
3674,139632600
3675,139632500
3676,139632400
3677,139632300
3678,139632200
3679,139632100
3680,139632000
3681,139631900
3682,139631800
3683,139631700
3684,139631600
3685,139631500
3686,139631400
3687,139631300
3688,139631200
3689,139631100
3690,139631000
3691,139630900
3692,139630800
3693,139630700
3694,139630600
3695,139630500
3696,139630400
3697,139630300
3698,139630200
3699,139630100
3700,139630000
3701,139629900
3702,139629800
3703,139629700
3704,139629600
3705,139629500
3706,139629400
3707,139629300
3708,139629200
3709,139629100
3710,139629000
3711,139628900
3712,139628800
3713,139628700
3714,139628600
3715,139628500
3716,139628400
3717,139628300
3718,139628200
3719,139628100
3720,139628000
3721,139627900
3722,139627800
3723,139627700
3724,139627600
3725,139627500
3726,139627400
3727,139627300
3728,139627200
3729,139627100
3730,139627000
3731,139626900
3732,139626800
3733,139626700
3734,139626600
3735,139626500
3736,139626400
3737,139626300
3738,139626200
3739,139626100
3740,139626000
3741,139625900
3742,139625800
3743,139625700
3744,139625600
3745,139625500
3746,139625400
3747,139625300
3748,139625200
3749,139625100
3750,139625000
3751,139624900
3752,139624800
3753,139624700
3754,139624600
3755,139624500
3756,139624400
3757,139624300
3758,139624200
3759,139624100
3760,139624000
3761,139623900
3762,139623800
3763,139623700
3764,139623600
3765,139623500
3766,139623400
3767,139623300
3768,139623200
3769,139623100
3770,139623000
3771,139622900
3772,139622800
3773,139622700
3774,139622600
3775,139622500
3776,139622400
3777,139622300
3778,139622200
3779,139622100
3780,139622000
3781,139621900
3782,139621800
3783,139621700
3784,139621600
3785,139621500
3786,139621400
3787,139621300
3788,139621200
3789,139621100
3790,139621000
3791,139620900
3792,139620800
3793,139620700
3794,139620600
3795,139620500
3796,139620400
3797,139620300
3798,139620200
3799,139620100
3800,139620000
3801,139619900
3802,139619800
3803,139619700
3804,139619600
3805,139619500
3806,139619400
3807,139619300
3808,139619200
3809,139619100
3810,139619000
3811,139618900
3812,139618800
3813,139618700
3814,139618600
3815,139618500
3816,139618400
3817,139618300
3818,139618200
3819,139618100
3820,139618000
3821,139617900
3822,139617800
3823,139617700
3824,139617600
3825,139617500
3826,139617400
3827,139617300
3828,139617200
3829,139617100
3830,139617000
3831,139616900
3832,139616800
3833,139616700
3834,139616600
3835,139616500
3836,139616400
3837,139616300
3838,139616200
3839,139616100
3840,139616000
3841,139615900
3842,139615800
3843,139615700
3844,139615600
3845,139615500
3846,139615400
3847,139615300
3848,139615200
3849,139615100
3850,139615000
3851,139614900
3852,139614800
3853,139614700
3854,139614600
3855,139614500
3856,139614400
3857,139614300
3858,139614200
3859,139614100
3860,139614000
3861,139613900
3862,139613800
3863,139613700
3864,139613600
3865,139613500
3866,139613400
3867,139613300
3868,139613200
3869,139613100
3870,139613000
3871,139612900
3872,139612800
3873,139612700
3874,139612600
3875,139612500
3876,139612400
3877,139612300
3878,139612200
3879,139612100
3880,139612000
3881,139611900
3882,139611800
3883,139611700
3884,139611600
3885,139611500
3886,139611400
3887,139611300
3888,139611200
3889,139611100
3890,139611000
3891,139610900
3892,139610800
3893,139610700
3894,139610600
3895,139610500
3896,139610400
3897,139610300
3898,139610200
3899,139610100
3900,139610000
3901,139609900
3902,139609800
3903,139609700
3904,139609600
3905,139609500
3906,139609400
3907,139609300
3908,139609200
3909,139609100
3910,139609000
3911,139608900
3912,139608800
3913,139608700
3914,139608600
3915,139608500
3916,139608400
3917,139608300
3918,139608200
3919,139608100
3920,139608000
3921,139607900
3922,139607800
3923,139607700
3924,139607600
3925,139607500
3926,139607400
3927,139607300
3928,139607200
3929,139607100
3930,139607000
3931,139606900
3932,139606800
3933,139606700
3934,139606600
3935,139606500
3936,139606400
3937,139606300
3938,139606200
3939,139606100
3940,139606000
3941,139605900
3942,139605800
3943,139605700
3944,139605600
3945,139605500
3946,139605400
3947,139605300
3948,139605200
3949,139605100
3950,139605000
3951,139604900
3952,139604800
3953,139604700
3954,139604600
3955,139604500
3956,139604400
3957,139604300
3958,139604200
3959,139604100
3960,139604000
3961,139603900
3962,139603800
3963,139603700
3964,139603600
3965,139603500
3966,139603400
3967,139603300
3968,139603200
3969,139603100
3970,139603000
3971,139602900
3972,139602800
3973,139602700
3974,139602600
3975,139602500
3976,139602400
3977,139602300
3978,139602200
3979,139602100
3980,139602000
3981,139601900
3982,139601800
3983,139601700
3984,139601600
3985,139601500
3986,139601400
3987,139601300
3988,139601200
3989,139601100
3990,139601000
3991,139600900
3992,139600800
3993,139600700
3994,139600600
3995,139600500
3996,139600400
3997,139600300
3998,139600200
3999,139600100
4000,139600000
4001,139599900
4002,139599800
4003,139599700
4004,139599600
4005,139599500
4006,139599400
4007,139599300
4008,139599200
4009,139599100
4010,139599000
4011,139598900
4012,139598800
4013,139598700
4014,139598600
4015,139598500
4016,139598400
4017,139598300
4018,139598200
4019,139598100
4020,139598000
4021,139597900
4022,139597800
4023,139597700
4024,139597600
4025,139597500
4026,139597400
4027,139597300
4028,139597200
4029,139597100
4030,139597000
4031,139596900
4032,139596800
4033,139596700
4034,139596600
4035,139596500
4036,139596400
4037,139596300
4038,139596200
4039,139596100
4040,139596000
4041,139595900
4042,139595800
4043,139595700
4044,139595600
4045,139595500
4046,139595400
4047,139595300
4048,139595200
4049,139595100
4050,139595000
4051,139594900
4052,139594800
4053,139594700
4054,139594600
4055,139594500
4056,139594400
4057,139594300
4058,139594200
4059,139594100
4060,139594000
4061,139593900
4062,139593800
4063,139593700
4064,139593600
4065,139593500
4066,139593400
4067,139593300
4068,139593200
4069,139593100
4070,139593000
4071,139592900
4072,139592800
4073,139592700
4074,139592600
4075,139592500
4076,139592400
4077,139592300
4078,139592200
4079,139592100
4080,139592000
4081,139591900
4082,139591800
4083,139591700
4084,139591600
4085,139591500
4086,139591400
4087,139591300
4088,139591200
4089,139591100
4090,139591000
4091,139590900
4092,139590800
4093,139590700
4094,139590600
4095,139590500
4096,139590400
4097,139590300
4098,139590200
4099,139590100
4100,139590000
4101,139589900
4102,139589800
4103,139589700
4104,139589600
4105,139589500
4106,139589400
4107,139589300
4108,139589200
4109,139589100
4110,139589000
4111,139588900
4112,139588800
4113,139588700
4114,139588600
4115,139588500
4116,139588400
4117,139588300
4118,139588200
4119,139588100
4120,139588000
4121,139587900
4122,139587800
4123,139587700
4124,139587600
4125,139587500
4126,139587400
4127,139587300
4128,139587200
4129,139587100
4130,139587000
4131,139586900
4132,139586800
4133,139586700
4134,139586600
4135,139586500
4136,139586400
4137,139586300
